duration_hours,lead_time_hours,zone_center,severity_score,gender_pref,min_rating_required,demand_supply_ratio,service,service_air_conditioner_repair,service_aircond_cleaning,service_carpet_cleaning,service_ceiling_repair,service_curtain_or_blind_installation,service_deep_cleaning,service_door_lock_repair,service_electrical_repair,service_electrical_safety_check,service_fire_extinguisher_servicing,service_furniture_assembly,service_gardening,service_gas_leak_detection,service_general_house_cleaning,service_home_organizing,service_house_moving,service_kitchen_remodeling,service_large_item_delivery,service_lawn_mowing,service_minor_welding_jobs,service_mounting,service_painting_touch_up_work,service_plumbing_services,service_post_renovation_cleaning,service_refrigerator_repair,service_roof_or_gutter_cleaning,service_small_item_delivery,service_sofa_or_mattress_cleaning,service_tiling_flooring,service_tree_cutting,service_washing_machine_repair,base_rate,price,order_placed,task_accepted,task_completed
5,6.778910846641172,1,2,1,4.0,1.2977994674586792,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,305.77,1,0,0
2,119.96970624646413,1,0,0,0.0,2.332927812163286,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,178.81,0,0,0
3,36.86103592040883,1,1,1,0.0,2.6909787043029634,Plumbing Services,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60,186.65,1,1,1
2,4.134833023838776,1,1,0,4.0,2.1554824556655077,Fire Extinguisher Servicing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,129.44,1,1,1
3,102.94701074727588,0,3,1,4.0,1.2574551691184561,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,128.35,1,1,1
5,166.58906163809098,0,0,1,0.0,0.9591631511122646,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,222.97,1,1,1
1,80.28614293871533,1,1,0,4.5,2.0172033055487404,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,36.47,1,1,1
4,27.476704681036935,0,3,0,0.0,2.204051066848502,Refrigerator Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45,266.35,0,0,0
2,81.27087380366146,1,0,0,4.5,1.355007403442344,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,46.56,1,1,1
2,111.41158998714528,1,3,0,4.5,2.3662749147755835,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,109.36,0,0,0
3,130.37736007906898,1,0,1,0.0,0.6753629852583738,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,78.96,1,1,1
2,165.87664471902295,0,1,1,0.0,1.3569081433501722,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,69.63,0,0,0
2,22.363951868534663,0,3,0,0.0,1.552909454628754,Air Conditioner Repair,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,248.97,1,1,1
3,9.557997410015744,0,0,1,4.5,2.300806210912982,Painting & Touch-up Work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,42,96.48,1,1,1
1,111.46519051391292,1,2,0,4.5,2.580616568588548,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,90.45,1,1,1
1,126.56189672171438,0,1,0,4.5,1.8927614272944602,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,44.1,0,0,0
1,57.44342503993303,0,2,0,0.0,2.3781136987992157,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,65.87,1,1,1
2,141.37806813515897,0,1,0,4.5,1.7599818382854613,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,67.0,1,1,1
4,114.73929835670276,0,3,0,4.0,2.4568771468907356,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,115.19,0,0,0
5,166.55974231431006,1,2,1,4.0,2.4385064695358767,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,237.41,0,0,0
1,20.472765580152956,1,0,0,4.5,2.7872512244879992,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,41.48,1,1,1
1,140.06119763619014,0,3,1,0.0,0.9345698539965028,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,81.12,0,0,0
5,154.27013832734065,1,2,0,0.0,1.891969755748047,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,287.99,1,1,1
5,24.73919407003252,1,2,1,4.5,0.8861183586917007,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,187.45,0,0,0
1,116.38322405049452,0,2,1,4.0,1.2840997700956973,Painting & Touch-up Work,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,42,78.68,1,1,1
3,37.52345920606545,0,3,0,5.0,1.2531598015825325,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,234.4,1,1,1
3,63.716789034833745,0,2,1,4.5,0.7573567916133921,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,58.63,1,0,0
3,151.95148631672996,0,2,1,4.5,2.417064976109953,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,99.19,1,1,1
2,106.12908051432497,1,1,0,4.0,2.828061092619552,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,99.55,1,1,1
4,111.34282944571353,1,2,1,4.0,1.1719575018467099,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,149.71,1,1,1
5,127.30698418109365,1,3,0,5.0,2.0558273955186315,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,706.98,1,1,1
1,79.65135557088999,1,3,1,0.0,1.7989540809320066,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,83.56,1,1,1
5,93.95018482537911,0,3,0,0.0,0.7923421489237219,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,338.49,1,1,1
5,135.2487442475512,1,1,0,4.0,1.213502936277486,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,189.8,1,1,1
4,101.32091496257817,1,0,0,4.5,2.3717653297846146,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,210.31,1,1,1
2,149.66554901463053,0,2,1,0.0,1.1930594250235345,Tree Cutting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48,159.84,1,1,1
3,145.51917239919248,0,0,1,0.0,2.4132827725592123,Gas Leak Detection,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,82.34,1,1,1
4,122.45540808367626,0,3,0,4.0,2.92308058373433,Minor Welding Jobs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,60,345.21,1,1,0
2,7.23407680522423,1,1,1,4.5,2.822266811015678,House Moving,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,156.57,1,1,1
2,162.933297423496,0,3,0,4.0,1.3396511891217115,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,121.23,1,1,1
2,120.3967871628422,1,1,0,4.5,1.6697056384234494,Post-Renovation Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,178.56,1,0,0
4,38.87645671156424,1,1,0,0.0,1.537746184141156,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,129.52,1,1,1
