duration_hours,lead_time_hours,zone_center,severity_score,gender_pref,min_rating_required,demand_supply_ratio,service,service_air_conditioner_repair,service_aircond_cleaning,service_carpet_cleaning,service_ceiling_repair,service_curtain_or_blind_installation,service_deep_cleaning,service_door_lock_repair,service_electrical_repair,service_electrical_safety_check,service_fire_extinguisher_servicing,service_furniture_assembly,service_gardening,service_gas_leak_detection,service_general_house_cleaning,service_home_organizing,service_house_moving,service_kitchen_remodeling,service_large_item_delivery,service_lawn_mowing,service_minor_welding_jobs,service_mounting,service_painting_touch_up_work,service_plumbing_services,service_post_renovation_cleaning,service_refrigerator_repair,service_roof_or_gutter_cleaning,service_small_item_delivery,service_sofa_or_mattress_cleaning,service_tiling_flooring,service_tree_cutting,service_washing_machine_repair,base_rate,price,order_placed,task_accepted,task_completed
5,31.073421893429707,0,1,1,0.0,1.5097951699955765,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,283.74,0,0,0
4,111.43949399013577,1,3,1,0.0,1.2260282821634219,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,674.58,0,0,0
4,95.12566189610324,0,1,0,0.0,2.957815834274793,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,126.63,1,1,1
2,4.412507125922266,1,1,1,0.0,1.3454659350951075,Roof or Gutter Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52,273.12,1,1,1
5,159.36400838300065,0,1,1,0.0,2.8529641613503895,Aircond Cleaning,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,277.65,1,1,1
5,69.14026151909846,0,1,0,0.0,1.638045985777705,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,177.08,1,1,1
3,120.37109294413273,0,2,1,0.0,2.433118965903101,Tiling & Flooring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,72,234.57,1,1,1
3,5.254838224127966,1,1,0,0.0,1.821344045955069,Large Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,36,116.6,1,1,1
2,8.724186547727788,1,3,1,4.0,1.4048112571336522,Kitchen Remodeling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85,632.66,1,1,1
5,146.05479585636147,1,0,0,5.0,1.3117081438906175,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,176.03,0,0,0
4,73.43597887197896,1,0,1,5.0,2.8614119033743277,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,222.67,0,0,0
5,48.39428326444695,1,3,0,0.0,2.809111175795526,Ceiling Repair,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,490.1,1,1,1
5,60.93175475537233,0,3,0,0.0,1.2810141776449921,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,307.46,1,1,1
1,123.50608392604941,1,2,0,4.0,2.2898855632949147,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,77.66,1,1,1
2,162.40807062017464,0,0,0,4.5,2.68213976807724,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,68.74,1,1,1
4,49.69760303512467,1,0,1,4.5,0.8597876597352092,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,96.22,1,0,0
1,29.22445573306646,0,2,1,4.5,1.8646472678094286,Deep Cleaning,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,79.23,1,1,1
5,49.745742622841355,0,1,1,0.0,2.053449707828044,Small Item Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20,177.19,1,1,1
3,4.609849514316338,1,0,0,4.0,2.2258696185232583,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,131.78,1,1,1
5,157.85772879380366,0,3,1,4.0,1.1682966572906621,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,235.68,1,1,1
4,1.2025492880607895,0,1,0,0.0,2.5263516144842706,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,214.71,1,1,1
1,116.5713124656215,1,3,1,4.0,1.4079687797977163,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,159.19,1,1,1
3,35.577076160279525,1,1,0,4.5,1.9085463331029155,Deep Cleaning,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,137.12,1,1,1
1,59.587238718056916,0,0,1,4.0,2.2613436805139875,Deep Cleaning,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,49.1,1,1,1
4,160.80965257598845,0,3,1,4.5,2.014858050360908,Door & Lock Repair,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,299.57,0,0,0
2,64.21418262323695,0,3,1,0.0,1.8261565521506735,Furniture Assembly,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,97.44,0,0,0
1,72.79724165703513,0,2,1,4.5,2.356754476669317,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,97.45,1,1,1
1,58.734849445137584,0,3,0,0.0,0.9289096483136051,Gardening,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,58.05,1,1,1
2,109.33283215812949,1,0,0,5.0,2.9535056014216057,Lawn Mowing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34,141.87,0,0,0
1,25.534081412696896,0,0,1,4.0,2.236776971170107,Carpet Cleaning,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,43.75,1,1,1
5,159.64942174696066,0,1,1,4.5,0.5882438721669132,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,164.04,0,0,0
5,34.37219436183272,1,0,0,0.0,1.3794217938524171,General House Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,122.44,1,1,1
2,95.44824033344204,0,3,1,0.0,1.7825088776377502,Electrical Safety Check,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,165.05,1,1,1
3,129.19778652112558,1,3,0,0.0,1.7918857354968496,Home Organizing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,79.68,1,1,1
1,161.39723779653912,1,1,1,0.0,0.8481754962594099,Sofa or Mattress Cleaning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36,54.31,1,1,1
2,48.291190797411964,1,0,1,0.0,0.7533483670308891,Mounting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34,52.09,1,1,0
1,39.15093557362866,1,2,0,0.0,2.4884964077849454,Curtain or Blind Installation,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,64.75,1,1,1
1,117.99925871429811,1,0,1,0.0,1.3655443893121975,Washing Machine Repair,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54,76.74,1,1,1
